Nama Produk,SKU / Kode Produk,Barcode,Kategori,Satuan Dasar,Merk / Brand,Lokasi / Rak,Hitung Stok (ya/tidak),Harga Modal / Beli,Harga Jual Eceran,Harga Jual Grosir,Harga Jual Promo,Diskon per Item (Rp),Stok di Rak / Display,Stok di Gudang,Stok Minimum,Stok Minimum Gudang,Satuan Beli dari Supplier,Isi per Satuan Beli,Satuan Jual Besar,Harga Jual Besar Satuan,Harga Jual Besar Grosir,Harga Jual Besar Promo,Produk Master (ID),Qty Isi per Paket,Jenis Isi Paket,Satuan Isi Paket,HPP (AVCO),Total Aset
GRENDEL DP 2'' KZK,MKZGRE02,MKZGRE02,Umum,PCS,KZK,Area 01,tidak,0,4000,0,,0,0,0,3,,PCS,12,PCS,48000,0,,,,,,0,0
GRENDEL DP 3' KZK,GR DP 3,MKZGRE01,Umum,PCS,KZK,,tidak,0,5000,0,,0,0,0,3,,,1,,,,,,,,,0,0
GRENDEL DP 4' KZK,GR DP 4,MNOGRE02,Umum,PCS,,,tidak,0,7000,0,,0,0,0,3,,,1,,,,,,,,,0,0
GRENDEL DP 5'' KZK,MKZGRE05,MKZGRE05,Umum,PCS,KZK,Area 01,tidak,0,8000,0,,0,0,24,3,,PCS,12,PCS,96000,0,,,,,,0,0
GRENDEL DP 6'' KZK,MKZGRE06,MKZGRE06,Umum,PCS,KZK,Area 01,tidak,0,9000,0,,0,0,24,3,,PCS,12,PCS,108000,0,,,,,,0,0
GRENDEL DP 8'' KZK,MKZGRE07,MKZGRE07,Umum,PCS,KZK,Area 01,tidak,0,12000,0,,0,0,29,3,,PCS,12,PCS,144000,0,,,,,,0,0
GRENDEL JEPIT COKLAT KURA,GJ CKLT KR,MKUGRE03,Umum,PCS,KURA,,tidak,0,3000,0,0,0,0,109,3,,,1,,,,,,,,,0,0
GRENDEL JEPIT GP GELATO,MGEGRE01,MGEGRE01,Umum,PCS,GELATO,Area 01,tidak,0,0,0,0,0,0,114,3,,PCS,12,PCS,0,0,0,,,,,0,0
GRENDEL JEPIT PUTIH KURA,GJ PTH KR,MKUGRE04,Umum,PCS,KURA,,tidak,0,3000,0,0,0,0,113,3,,,1,,,,,,,,,0,0
"GRENDEL OTOMATIS 2"" CAB",GRDOTCAB,MNOGRE04,Kunci Pintu & Aksesoris Mebel,PCS,,,tidak,0,15000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"GRENDEL OVERVAL 2"" GOMEO",GO 2 GM,MGOGRE01,Umum,PCS,GOMEO,,tidak,0,9000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"GRENDEL OVERVAL 2"" PUTIH KURA",GO 2 PTH KR,MKUGRE05,Umum,PCS,KURA,,tidak,0,24000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"GRENDEL OVERVAL 3"" GOMEO",GO 3 GM,MGOGRE02,Umum,PCS,GOMEO,,tidak,0,13000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GRENDEL PENCET/OTOMATIS CAB,MCAGRE01,MCAGRE01,Umum,PCS,CAB,Area 01,tidak,0,0,0,0,0,0,23,3,,PCS,12,PCS,0,0,0,,,,,0,0
GRENDEL PER COKLAT REYNER,MREGRE01,MREGRE01,Umum,PCS,REYNER,Area 01,tidak,0,8000,0,,0,0,17,12,,PCS,12,PCS,96000,0,,,,,,0,0
GRENDEL PER KUNING REYNER,MREGRE03,MREGRE03,Umum,PCS,REYNER,Area 01,tidak,0,8000,0,,0,0,17,12,,PCS,12,PCS,96000,0,,,,,,0,0
GRENDEL PER PUTIH REYNER,MREGRE02,MREGRE02,Umum,PCS,REYNER,Area 01,tidak,0,8000,0,,0,0,17,12,,PCS,12,PCS,96000,0,,,,,,0,0
GRENDEL PER SILVER REYNER,MREGRE04,MREGRE04,Umum,PCS,REYNER,Area 01,tidak,0,8000,0,,0,0,17,3,,PCS,12,PCS,96000,0,,,,,,0,0
GRENDEL PVC,MNOGRE03,MNOGRE03,Umum,PCS,,Area 01,tidak,0,2500,0,0,0,0,14,3,,PCS,12,PCS,30000,0,0,,,,,0,0
GRENDEL S/S 18'' BELOCA,MBEGRE01,MBEGRE01,Umum,PCS,BELOCA,Area 01,tidak,0,60000,0,,0,0,0,3,,LSN,12,LUSIN,720000,0,,,,,,0,0
GRENDEL S/S 24'' BELOCA,MBEGRE02,MBEGRE02,Umum,PCS,BELOCA,Area 01,tidak,0,70000,0,,0,0,0,3,,LSN,12,LUSIN,840000,0,,,,,,0,0
"GRENDEL STAINLESS 10"" GOMEO",GR SS10 NI,MGOGRE03,Umum,PCS,GOMEO,,tidak,0,18000,0,0,0,0,29,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 12"" GOMEO",GR SS12 NI,MGOGRE04,Umum,PCS,GOMEO,,tidak,0,20000,0,0,0,0,29,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 2"" DOLPHIN",GR SS2,MDOGRE01,Umum,PCS,DOLPHIN,,tidak,0,46545.45,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 2"" GOMEO",GR SS2 NI,MGOGRE05,Umum,PCS,GOMEO,,tidak,0,5000,0,0,0,0,41,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 2"" OVAL GOMEO",GR SS2 OVAL GM,MGOGRE06,Umum,PCS,GOMEO,,tidak,0,5000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 3"" DOLPHIN",GR SS3,MDOGRE02,Umum,PCS,DOLPHIN,,tidak,0,60000.01,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 3"" GOMEO",GR SS3 NI,MGOGRE07,Umum,PCS,GOMEO,,tidak,0,6000,0,0,0,0,41,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 3"" OVAL GOMEO",GR SS3 OVAL GM,MGOGRE08,Umum,PCS,GOMEO,,tidak,0,6000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 4"" DOLPHIN",GR SS4,MDOGRE03,Umum,PCS,DOLPHIN,,tidak,0,75000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 4"" GOMEO",GR SS4 NI,MGOGRE09,Umum,PCS,GOMEO,,tidak,0,8000,0,0,0,0,41,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 4"" OVAL GOMEO",GR SS4 OVAL GM,MGOGRE10,Umum,PCS,GOMEO,,tidak,0,8000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 6"" GOMEO",GR SS6 NI,MGOGRE11,Umum,PCS,GOMEO,,tidak,0,9000,0,0,0,0,41,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 6"" OVAL GOMEO",GR SS6 OVAL GM,MGOGRE12,Umum,PCS,GOMEO,,tidak,0,9000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"GRENDEL STAINLESS 8"" GOMEO",GR SS8 NI,MGOGRE13,Umum,PCS,GOMEO,,tidak,0,10000,0,0,0,0,29,3,,,1,,,,,,,,,0,0
GRENDEL TANAM 6''+12'' S/S MULLER,MMUGRE04,MMUGRE04,Umum,PCS,MULLER,Area 01,tidak,0,120000,0,0,0,0,0,3,,PCS,12,PCS,1440000,0,0,,,,,0,0
GRENDEL TANAM S/S 18'' BELOCA,MBEGRE03,MBEGRE03,Umum,PCS,BELOCA,Area 01,tidak,0,0,0,0,0,0,9,3,,PCS,12,PCS,0,0,0,,,,,0,0
GRENDEL TANAM S/S 24'' BELOCA,MBEGRE04,MBEGRE04,Umum,PCS,BELOCA,Area 01,tidak,0,0,0,0,0,0,9,3,,PCS,12,PCS,0,0,0,,,,,0,0
GRENDEL UPC 2'' KURA,MKUGRE06,MKUGRE06,Umum,PCS,KURA,Area 01,tidak,0,0,0,0,0,0,24,3,,PCS,12,PCS,0,0,0,,,,,0,0
GRENDEL UPC 3'' KURA,MKUGRE07,MKUGRE07,Umum,PCS,KURA,Area 01,tidak,0,0,0,0,0,0,41,3,,PCS,12,PCS,0,0,0,,,,,0,0
GRENDEL UPC 4'' KURA,MKUGRE08,MKUGRE08,Umum,PCS,KURA,Area 01,tidak,0,0,0,0,0,0,16,3,,PCS,12,PCS,0,0,0,,,,,0,0
GRENDEL UPC 4''TEXAS,MKUGRE09,MKUGRE09,Umum,PCS,KURA,Area 01,tidak,0,0,0,0,0,0,6,3,,PCS,12,PCS,0,0,0,,,,,0,0
"GRINDING WHEEL 4""(BATU SLEP) CUTTING SLEP",GRINDWD 4,MWDGRI01,Umum,PCS,WD,,tidak,0,4976.68,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GULUNGAN KABEL / SELANG,GULKASLG,MNOGUL01,Umum,PCS,,,ya,0,140000,0,,0,2,0,5,,,1,,,,,,,,,0,0
GUNTING DAHAN HD 9 GANTUNG HIOSHI,GNT DHN HD9 HS,MHIGUN13,Umum,PCS,HIOSHI,,tidak,0,0,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING DAHAN HPP,GNT DH HPPS8,MHIGUN03,Umum,PCS,HIOSHI,,tidak,0,20000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING HOLO 10 VEGAZ,GNT HL10 VG,MVEGUN01,Umum,PCS,VEGAZ,,tidak,0,70000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"GUNTING HOLO CRV 10"" HIOSHI",GNT HOLO 10,MHIGUN04,Umum,PCS,HIOSHI,,tidak,0,95000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING HOLO HEAVY DUTY CAMEL,GNTGHOLO,MCAGUN03,Umum,PCS,CAMEL,,tidak,0,40000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING HOLO REG CAMEL,MCAGUN02,MCAGUN02,Alat tukang,PCS,CAMEL,,tidak,0,35000,0,0,0,0,5,3,,,1,,,,,,,,,0,0
GUNTING HOLO TORA,GNT HL TORA,MTOGUN01,Umum,PCS,TORA,,tidak,0,50000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING HOLO WANLY 10',MWAGUN01,MWAGUN01,Alat tukang,PCS,WANLY,,tidak,0,30000,0,0,0,0,6,3,,,1,,,,,,,,,0,0
GUNTING KAWAT / BETON HD30,GNTKWT HD30,MHIGUN07,Umum,PCS,HIOSHI,,tidak,0,0,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING KAWAT / BETON HD36,GNTKWT HD36,MHIGUN08,Umum,PCS,HIOSHI,,tidak,0,182192.2,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING KAWAT EXTREME 30 HIOSHI,GNTKWT30HS,MHIGUN09,Umum,PCS,HIOSHI,,tidak,0,142500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING KAWAT EXTREME 36 (UPGRADE),GNTKWT36HS,MHIGUN10,Umum,PCS,HIOSHI,,tidak,0,178125,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING KAWAT EXTREME 42 HIOSHI,GNT KWT EXTR,MHIGUN05,Umum,PCS,HIOSHI,,tidak,0,313500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING KERTAS BESAR 20CM SOFT GRIP HIOSHI,GNT 20CM SG HS,MHIGUN12,Umum,PCS,HIOSHI,,tidak,0,0,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING KERTAS ECO 16 CM HIOSHI,GNT 16CM ECO,MHIGUN01,Umum,PCS,HIOSHI,,tidak,0,5408.31,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING KODOK BIASA,MNOGUN01,MNOGUN01,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,9,3,,,1,,,,,,,,,0,0
GUNTING KODOK WANLY,MWAGUN02,MWAGUN02,Umum,PCS,WANLY,Area 03,tidak,0,15000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
GUNTING PAGAR / RUMPUT HIOSHI,GNT PG HS,MHIGUN06,Umum,PCS,HIOSHI,,tidak,0,26919.2,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING PAGAR GG BESI KENMASTER,MGPGRBSK,MGPGRBSK,Alat tukang,PCS,KENMASTER,,tidak,0,90000,0,,0,0,0,5,,,1,,,,,,,,,0,0
GUNTING PAGAR KENMASTER,MKEGUN01,MKEGUN01,Alat tukang,PCS,KENMASTER,,tidak,0,0,0,0,0,0,5,3,,,1,,,,,,,,,0,0
GUNTING PAGAR TARIK FAME,MFAGUN01,MFAGUN01,Alat tukang,PCS,FAME,,tidak,0,0,0,0,0,0,5,3,,,1,,,,,,,,,0,0
GUNTING PIPA CAMEL,MCAGUN01,MCAGUN01,Alat tukang,PCS,CAMEL,,tidak,0,60000,0,0,0,0,6,3,,,1,,,,,,,,,0,0
GUNTING S/S 6' HIOSHI,GNT 6 SS,MHIGUN02,Umum,PCS,HIOSHI,,tidak,0,10567.14,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING SENG HD 8 HIOSHI,GNT SENG HD8 HS,MHIGUN11,Umum,PCS,HIOSHI,,tidak,0,0,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"GUNTING SENG HOLO TEKIRO 10""",GUNHLTEK,MTEGUN01,Alat teknik,PCS,TEKIRO,,ya,78650,90000,0,,0,2,0,5,,,1,,,,,,,,,0,0
GUNTING SENG KOREA CAMEL,GNTGKR,MCAGUN04,Umum,PCS,CAMEL,,tidak,0,35000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
GUNTING STAINLESS HIOSHI HD 6”,GUSSHIO6,GUSSHIO6,Alat tukang,PCS,,,tidak,0,25000,0,,0,0,0,5,,,1,,,,,,,,,0,0
HAK ANGIN SEGI 6 (2 PCS),HAANG6,HAANG6,Kunci Pintu & Aksesoris Mebel,BKS,,,tidak,0,20000,0,,0,0,0,5,,,1,,,,,,,,,0,0
HAK ANGIN ULIR  BESI GOMEO,HA ULIR,MGOHAK01,Umum,PCS,GOMEO,,tidak,0,20500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
HAK BUKA NO.4 TOKIO,HA BK 4,MTOHAK01,Umum,PCS,TOKIO,,tidak,0,12500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
HAND SHOWER + FILTER ISCO SC-23,HSSC23,MISHAN03,Umum,PCS,ISCO,,tidak,0,55000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
HAND SHOWER ISCO SC-18,HSSC18,MISHAN01,Umum,PCS,ISCO,,tidak,0,55000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
HAND SHOWER ISCO SC-22,HSSC22,MISHAN02,Umum,PCS,ISCO,,tidak,0,55000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
HAND SHOWER ISCO SC-24,HSSC24,MISHAN04,Umum,PCS,ISCO,,tidak,0,55000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
HAND SHOWER ISCO SC-27,HSSC27,MISHAN05,Umum,PCS,ISCO,,tidak,0,55000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
HAND SHOWER ONDA SO KUL (BLISTER),SWRCHSO28OND,MONHAN02,Umum,PCS,ONDA,,tidak,0,156500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
HAND SHOWER ONDA SO TUL,SWRCHSOTULOND,MONHAN01,Umum,PCS,ONDA,,tidak,0,159500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
HANGER WARNA ZELIG,MNOHAN01,MNOHAN01,Plastik,PCS,,,ya,3592,6000,6000,,0,36,0,3,,,1,,,,,,,,,3592,129312
HELM PROYEK BIRU,HELMPRBH,MNOHEL01,Perlengkapan Safety,PCS,,,tidak,0,38000,0,,0,0,0,5,,,1,,,,,,,,,0,0
HELM PROYEK KUNING,HELMPRKH,MNOHEL02,Perlengkapan Safety,PCS,,,tidak,0,38000,0,,0,0,0,5,,,1,,,,,,,,,0,0
HELM PROYEK ORANGE,HELMPROH,MNOHEL04,Perlengkapan Safety,PCS,,,tidak,0,38000,0,,0,0,0,5,,,1,,,,,,,,,0,0
HELM PROYEK PUTIH,HELMPRPH,MNOHEL03,Perlengkapan Safety,PCS,,,tidak,0,38000,0,,0,0,0,5,,,1,,,,,,,,,0,0
HOLE SAW BESI 12MM KUGEL,HLSBS12,HLSBS12,Alat tukang,PCS,,,tidak,0,18000,0,,0,0,0,5,,,1,,,,,,,,,0,0
HOLE SAW BESI 14MM KUGEL,HOSA14KU,MNOHOL04,Alat teknik,PCS,,,tidak,0,25000,0,,0,0,0,5,,,1,,,,,,,,,0,0
HOLE SAW BESI 16MM LAZARO,MLAHOL01,MLAHOL01,Alat teknik,PCS,LAZARO,Area 02,tidak,0,0,0,0,0,0,0,5,,,1,,,,,,,,,0,0
HOLE SAW BESI 19MM LAZARO,MLAHOL02,MLAHOL02,Alat teknik,PCS,LAZARO,Area 02,tidak,0,0,0,0,0,0,0,5,,,1,,,,,,,,,0,0
HOLE SAW BESI 20MM LAZARO,MLAHOL03,MLAHOL03,Alat teknik,PCS,LAZARO,Area 02,tidak,0,0,0,0,0,0,0,5,,,1,,,,,,,,,0,0
HOLE SAW BESI 22MM LAZARO,MLAHOL04,MLAHOL04,Alat teknik,PCS,LAZARO,Area 02,tidak,0,0,0,0,0,0,0,5,,,1,,,,,,,,,0,0
HOLE SAW BESI 25MM KUGEL,HOLEBS25,HOLEBS25,Alat teknik,PCS,,,tidak,0,40000,0,,0,0,0,5,,,1,,,,,,,,,0,0
HOLE SAW BESI 26MM LAZARO,MLAHOL05,MLAHOL05,Alat teknik,PCS,LAZARO,Area 02,tidak,0,0,0,0,0,0,0,5,,,1,,,,,,,,,0,0
HOLE SAW BESI 30MM KUGEL / LAZARO,HOSBS30,MNOHOL03,Alat teknik,PCS,,,tidak,0,50000,0,,0,0,0,5,,,1,,,,,,,,,0,0
HOLE SAW BESI 30MM LAZARO,MLAHOL06,MLAHOL06,Alat teknik,PCS,LAZARO,Area 02,tidak,0,0,0,0,0,0,0,5,,,1,,,,,,,,,0,0
HOLE SAW BESI 35MM LAZARO,MLAHOL07,MLAHOL07,Alat teknik,PCS,LAZARO,Area 02,tidak,0,0,0,0,0,0,0,5,,,1,,,,,,,,,0,0
HOLE SAW KAYU 13 PC KODENKI,MNOHOL02,MNOHOL02,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,3,3,,,1,,,,,,,,,0,0
HOLE SAW KAYU 16 PC KODENKI,MNOHOL01,MNOHOL01,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,3,3,,,1,,,,,,,,,0,0
HOT PLATE STEAK BULAT SUNRISE,MSUHOT01,MSUHOT01,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,120000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
HOT PLATE STEAK OVAL SUNRISE,MSUHOT03,MSUHOT03,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,110000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
HOT PLATE STEAK SAPI SUNRISE,MSUHOT02,MSUHOT02,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,140000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
ISI CUTTER BIASA,ISICUTR,MNOISI01,Alat tukang,PCS,,,tidak,0,3000,0,,0,0,0,5,,,1,,,,,,,,,0,0
ISI CUTTER D-150 888,MISC1588,MISC1588,Alat tukang,PAK,888,Area 03,tidak,0,6000,0,,0,0,0,3,,,1,,,,,,,,,0,0
ISI STAPLES BENZ 1016 J,MXEISI06,MXEISI06,Umum,BOX,BENZ,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
ISI STAPLES MASAKI,MMAISI01,MMAISI01,Umum,PCS,MASAKI,,tidak,0,18000,0,0,0,0,13,3,,,1,,,,,,,,,0,0
ISI STAPLES PAKU TEMBAK HUBEN F15,MHUISI01,MHUISI01,Umum,BOX,HUBEN,,tidak,0,18000,0,0,0,0,6,3,,,1,,,,,,,,,0,0
ISI STAPLES PAKU TEMBAK HUBEN F20,MHUISI04,MHUISI04,Umum,BOX,HUBEN,,tidak,0,23000,0,0,0,0,6,3,,,1,,,,,,,,,0,0
ISI STAPLES PAKU TEMBAK HUBEN F25,MHUISI02,MHUISI02,Umum,BOX,HUBEN,,tidak,0,26000,0,0,0,0,6,3,,,1,,,,,,,,,0,0
ISI STAPLES PAKU TEMBAK HUBEN F30,MHUISI03,MHUISI03,Umum,BOX,HUBEN,,tidak,0,30000,0,0,0,0,6,3,,,1,,,,,,,,,0,0
ISI STAPLES XENON 1006 J,MXEISI05,MXEISI05,Umum,BOX,XENON,,tidak,0,0,0,0,0,0,2,3,,,1,,,,,,,,,0,0
ISI STAPLES XENON 1013 J,MXEISI04,MXEISI04,Umum,BOX,XENON,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
ISI STAPLES XENON F20,MXEISI01,MXEISI01,Umum,BOX,XENON,,tidak,0,23000,0,0,0,0,2,3,,,1,,,,,,,,,0,0
ISI STAPLES XENON F25,MXEISI02,MXEISI02,Umum,BOX,XENON,,tidak,0,0,0,0,0,0,3,3,,,1,,,,,,,,,0,0
ISI STAPLES XENON F30,MXEISI03,MXEISI03,Umum,BOX,XENON,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
ISOLASI HITAM LISTRIK 20Y NACHI,MBRISO01,MBRISO01,Listrik,PCS,BROCO,Area 05,ya,10687,12000,0,,0,12,60,5,,,1,,,,,,,,,0,0
ISOLASI KERTAS 1”,MNOISO01,MNOISO01,Umum,PCS,,Area 03,tidak,0,5000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
ISOLASI KERTAS 2”,MNOISO02,MNOISO02,Umum,PCS,,Area 03,tidak,0,9000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
ISOLASI LISTRIK NATIONAL,IS NAT HTM,MSAISO01,Umum,PCS,SAN EI,,tidak,0,10000,0,,0,0,0,3,,,1,,,,,,,,,0,0
ISOLASI NATIONAL ISCO,IS ISCO,MISISO01,Umum,PCS,ISCO,,tidak,0,9000,0,,0,0,0,3,,,1,,,,,,,,,0,0
JARUM KARUNG TOKIO 6,JARUM KR 6 TK,MTOJAR01,Umum,PCS,TOKIO,,tidak,0,40000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
JAS HUJAN PLASTIK BENING,JASHUBPL,JASHUBPL,Plastik,PCS,,,ya,5500,8000,0,,0,0,12,5,,,1,,,,,,,,,0,0
JAS HUJAN PLASTIK WARNA,JASHUWPL,JASHUWPL,Plastik,PCS,,,ya,6920,9500,0,,0,0,12,5,,,1,,,,,,,,,0,0
JEMURAN HANDUK ALUMINIUM,RAKHANAL,RAKHANAL,Plastik,PCS,,,ya,175000,205000,0,,0,3,0,5,,,1,,,,,,,,,0,0
JEMURAN HANDUK PVC NAGOYA,JMHANGY,JMHANGY,Plastik,PCS,,,tidak,85000,94000,0,,0,0,0,5,,,1,,,,,,,,,0,0
JEMURAN HANDUK PVC NEXT STAR,JEHANEXT,JEHANEXT,Plastik,PCS,,,tidak,62500,70000,0,,0,0,0,5,,,1,,,,,,,,,0,0
JEPITAN PERANGKAP TIKUS,MNOJEP01,MNOJEP01,Umum,PCS,,Area 03,tidak,0,0,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
JEPITAN TIKUS KZK,MKZJEP01,MKZJEP01,Umum,PCS,KZK,,tidak,0,9000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
JET CLEANER LAKONI LAGUNA 70,JETCLL70,MNOJET03,Rumah tangga,PCS,,,tidak,0,990000,0,,0,0,0,5,,,1,,,,,,,,,0,0
JET SHOWER BULAT CHROME SC-61,JS CHR SC61,MISJET01,Umum,PCS,ISCO,,tidak,0,30500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
JET SHOWER BULAT PUTIH SC-60,JS PTH SC60,MISJET02,Umum,PCS,ISCO,,tidak,0,45000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
JET SHOWER CHROME SKL,JS CHR,MSKJET01,Umum,PCS,SKL,,tidak,0,50000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
JET SHOWER EINER CHROME,MEIJET01,MEIJET01,Umum,PCS,EINER,,tidak,0,50000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
JET SHOWER EINER PUTIH,MEIJET02,MEIJET02,Umum,PCS,EINER,,tidak,0,50000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
JET SHOWER IGM BLACK,MIGJET02,MIGJET02,Umum,PCS,IGM,,tidak,0,0,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
JET SHOWER IGM CHROME,MIGJET01,MIGJET01,Umum,PCS,IGM,,tidak,0,0,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
JET SHOWER IGM IS-044 BLACK,MJETSHIGM044,MNOJET01,Sanitary,PCS,,,tidak,0,130000,0,,0,0,0,5,,,1,,,,,,,,,0,0
JET SHOWER IGM IS-057 CHROME,MJETSWRIGM057,MNOJET02,Sanitary,PCS,,,tidak,0,130000,0,,0,0,0,5,,,1,,,,,,,,,0,0
JET SHOWER ONDA KUL WHITE,SWRCHJK036OND,MONJET01,Umum,PCS,ONDA,,tidak,0,101500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
JET SHOWER SET SC-30 PUTIH ISCO,JS SC30,MISJET03,Umum,PCS,ISCO,,tidak,0,26000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KABEL DUCTING 100X100,KABDUC10,MNOKAB07,Listrik,PCS,,,ya,0,110000,0,,0,4,0,5,,,1,,,,,,,,,0,0
KABEL DUCTING 16X16 NISO,KABDUC16,MNOKAB01,Listrik,PCS,,,ya,0,6500,0,,0,5,9,5,,,1,,,,,,,,,0,0
KABEL DUCTING 25X25 NISO,KABDUC25,MNOKAB02,Listrik,PCS,,,ya,0,13500,0,,0,6,11,5,,,1,,,,,,,,,0,0
KABEL DUCTING 40X40 NISO,KABDUC40,MNOKAB03,Listrik,PCS,,,ya,0,30000,0,,0,6,14,5,,,1,,,,,,,,,0,0
KABEL DUCTING 50X100 NISO,KABDUC51,MNOKAB06,Listrik,PCS,,,ya,0,80000,0,,0,6,2,5,,,1,,,,,,,,,0,0
KABEL DUCTING 50X50 NISO,KABDUC50,MNOKAB04,Listrik,PCS,,,ya,0,40000,0,,0,6,10,5,,,1,,,,,,,,,0,0
KABEL DUCTING 60X60 NISO,KABDUC60,MNOKAB05,Listrik,PCS,,,ya,0,50000,0,,0,6,2,5,,,1,,,,,,,,,0,0
"KABEL ETERNA NYA 1,5 HITAM",KENYA15H,KENYA15H,Listrik,MTR,,,tidak,0,6000,0,,0,0,0,5,,ROL,50,ROL,290000,0,,,,,,0,0
"KABEL ETERNA NYA 1,5 MERAH",KENYA15M,MNOKAB10,Listrik,MTR,,,tidak,0,6000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"KABEL ETERNA NYM 2 X 1,5",KABET215,MNOKAB08,Listrik,MTR,,,ya,12283,20000,0,,0,150,0,5,,ROL,50,ROL,1000000,0,,,,,,0,0
"KABEL ETERNA NYM 2 X 2,5",MKBETN25,MKBETN25,Listrik,MTR,ETERNA,Area 04,ya,17530,25000,0,,0,150,0,0,,ROL,50,ROL,1250000,0,,,,,,0,0
"KABEL ETERNA NYM 3 X 1,5",KABET315,MNOKAB09,Listrik,MTR,,,ya,15789,22000,0,,0,150,0,5,,ROL,50,ROL,1100000,0,,,,,,0,0
"KABEL ETERNA NYM 3 X 2,5",KAETN325,KAETN325,Listrik,MTR,,,ya,27368,34000,0,,0,150,0,5,,ROL,50,ROL,1700000,1575000,,,,,,0,0
